,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
0,Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
1,AFG001,882,154,154,0,0,154,154,154,154,154,154,215,215,215,215,215,215,215,215,215,129.3
2,ARM002,217,65,65,65,217,65,65,65,154,154,154,217,217,217,217,217,217,217,217,217,122.1
3,AZE002,238,195,195,108,217,238,238,238,238,238,238,217,217,217,217,217,217,217,217,217,216.5
4,BDI001,267,98,98,98,98,98,98,98,98,98,854,216,216,216,216,216,216,216,216,216,185.4
5,BFA002,0,0,0,0,0,0,0,0,0,0,866,217,217,217,217,217,217,217,217,217,108.3
6,BGD002,154,43,43,43,43,107,107,107,107,107,457,215,215,215,215,215,215,215,215,215,133.6
7,BRA002,579,152,152,152,267,152,152,152,152,152,866,607,607,607,607,607,607,607,607,607,280.4
8,CAF001,869,190,190,96,96,246,246,246,246,246,457,217,217,217,217,217,217,217,217,217,228.6
9,CMR001,31,31,31,31,30,30,30,30,30,30,868,216,216,216,216,216,216,216,216,216,132.6
10,CMR002,680,125,125,96,96,125,125,125,125,125,793,216,216,216,216,216,216,216,216,216,195.1
11,CMR003,868,125,125,96,96,125,125,125,125,125,680,216,216,216,216,216,216,216,216,216,183.8
12,CMR004,868,152,152,96,152,152,152,152,152,152,868,216,216,216,216,216,216,216,216,216,224.4
13,COD001,268,96,173,96,96,173,173,173,173,173,868,216,216,216,216,216,216,216,216,216,231.4
14,COG001,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
15,COL001,266,42,42,42,153,42,42,42,42,42,867,607,607,607,607,607,607,607,607,607,192.1
16,COL002,153,153,153,153,510,153,267,153,153,267,867,607,607,607,607,607,607,607,607,607,328.3
17,CRI002,510,267,153,153,365,153,153,153,267,267,811,608,608,608,608,608,608,608,608,608,308.3
18,DJI001,266,139,139,561,139,139,139,139,139,139,561,213,213,213,213,213,213,213,213,213,230.8
19,DJI002,266,139,139,579,139,139,139,139,139,139,867,607,607,607,607,607,607,607,607,607,302.6
20,DJI003,266,139,139,826,139,139,139,139,139,139,765,607,607,607,607,607,607,607,607,607,317.1
21,DZA002,579,510,385,385,2,579,579,579,579,579,385,215,215,215,215,215,215,215,215,215,426.7
22,DZA003,510,866,579,579,2,579,579,579,579,579,866,215,215,215,215,215,215,215,215,215,513.6
23,DZA004,372,372,372,372,218,372,372,372,372,372,372,215,215,215,215,215,215,215,215,215,340.9
24,ECU002,510,152,152,152,365,152,152,152,152,152,867,212,212,212,212,212,212,212,212,212,250.8
25,EGY002,427,92,2,2,2,2,2,2,2,2,870,213,213,213,213,213,213,213,213,213,109.9
26,ERI001,266,587,152,152,152,213,213,213,213,213,868,213,213,213,213,213,213,213,213,213,260.2
27,ESP002,153,153,1,1,1,1,1,1,1,1,867,867,867,867,867,867,867,867,867,867,174.2
28,ETH001,14,14,14,14,14,14,14,14,14,14,14,213,213,213,213,213,213,213,213,213,33.9
29,ETH002,14,14,14,14,14,14,14,14,14,14,14,390,389,390,389,390,389,390,390,390,51.6
30,ETH003,14,14,14,14,14,14,14,14,14,14,14,359,359,359,359,359,359,359,359,359,48.5
31,ETH004,14,14,14,14,14,14,14,14,14,14,14,212,212,212,212,212,212,212,212,212,33.8
32,GRC002,792,63,63,63,0,63,63,63,63,63,876,216,216,216,216,216,216,216,216,216,153.3
33,GTM001,266,267,267,267,153,153,153,153,153,267,733,608,608,608,608,608,608,608,608,608,290.7
34,GTM003,153,153,153,153,153,153,153,153,212,212,212,212,212,212,212,212,212,212,212,212,176.6
35,HND001,266,267,267,267,153,194,194,194,194,267,868,608,608,608,608,608,608,608,608,608,320.6
36,HND002,212,153,153,153,212,153,153,153,212,212,212,212,212,212,212,212,212,212,212,212,182.5
37,HTI001,884,115,153,267,153,94,94,115,115,115,884,237,237,237,237,237,237,237,237,237,222.7
38,IDN002,518,518,518,518,14,518,518,518,518,518,701,215,215,215,215,215,215,215,215,215,455.6
39,IND002,154,154,154,154,14,154,154,154,154,154,581,215,215,215,215,215,215,215,215,215,188.8
40,IRN004,107,107,0,0,457,0,0,0,0,0,107,212,212,212,212,212,212,212,212,212,77.6
41,IRQ001,153,153,153,1,1,1,1,1,1,1,427,215,215,215,215,215,215,215,215,215,80.2
42,IRQ002,153,123,94,1,1,94,94,94,94,94,510,215,215,215,215,215,215,215,215,215,129.1
43,IRQ003,153,1,1,1,216,1,1,1,1,1,866,215,215,215,215,215,215,215,215,215,130.4
44,ITA002,866,1,1,1,1,1,1,1,1,1,866,805,805,805,805,805,805,805,805,805,167.9
45,JOR002,1,1,1,1,212,1,1,1,1,1,362,215,215,215,215,215,215,215,215,215,79.6
46,KEN002,124,124,124,124,866,124,457,124,457,457,866,610,610,610,610,610,610,610,610,610,420.9
47,LBN002,390,150,94,63,245,94,94,94,94,94,390,215,215,215,215,215,215,215,215,215,147.7
48,LBN004,427,150,94,123,1,94,94,94,94,94,427,215,215,215,215,215,215,215,215,215,133
49,LBY001,427,92,427,65,91,91,91,91,91,91,427,215,215,215,215,215,215,215,215,215,168
50,LBY002,275,92,63,63,92,63,63,91,91,275,427,215,215,215,215,215,215,215,215,215,144.3
51,LSO002,701,243,243,264,882,243,243,243,243,243,882,216,216,216,216,216,216,216,216,216,370.2
52,MAR002,274,385,385,385,2,579,579,579,579,579,866,215,215,215,215,215,215,215,215,215,474.8
53,MDG002,152,152,152,264,243,152,152,152,152,152,727,216,216,216,216,216,216,216,216,216,236.2
54,MEX001,579,566,579,365,153,566,579,566,579,579,579,579,579,579,579,579,579,579,579,579,512.4
55,MEX002,579,566,566,579,153,566,579,566,579,579,579,579,579,579,579,579,579,579,579,579,532.5
56,MEX003,579,566,566,566,153,566,566,566,579,579,579,579,579,579,579,579,579,579,579,579,529.9
57,MLI001,268,110,110,110,96,110,110,110,110,110,888,212,212,212,212,212,212,212,212,212,196.6
58,MMR001,7,7,2,7,14,2,2,149,149,149,149,212,212,212,212,212,212,212,212,212,83.5
59,MMR002,149,149,149,2,99,149,149,149,149,149,149,212,212,212,212,212,212,212,212,212,135.6
60,MMR003,149,149,149,2,99,149,149,149,149,149,149,212,212,212,212,212,212,212,212,212,135.6
61,MMR004,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
62,MOZ001,124,124,124,124,124,124,124,124,124,153,701,213,213,213,213,213,213,213,213,213,193.5
63,MOZ004,124,124,124,124,124,124,124,124,124,124,213,610,314,610,610,610,610,315,610,610,181.5
64,MOZ006,124,124,153,337,509,153,153,153,153,153,509,509,509,509,509,509,509,509,509,509,278.2
65,MOZ007,140,140,124,124,140,124,124,124,124,124,140,140,140,140,140,140,140,140,140,140,128.8
66,MRT002,867,139,139,139,733,139,139,139,139,139,867,215,215,215,215,215,215,215,215,215,278.8
67,MRT003,275,139,139,308,308,139,139,139,139,139,308,215,215,215,215,215,215,215,215,215,197.3
68,MWI002,828,152,152,671,152,152,152,152,152,152,670,216,216,216,216,216,216,216,216,216,262.1
69,MYS001,96,93,3,3,96,96,96,3,93,93,93,93,93,93,93,93,93,93,93,93,66.9
70,NAM002,509,243,243,509,243,243,243,243,243,243,509,216,216,216,216,216,216,216,216,216,293.5
71,NER001,869,152,152,96,96,152,152,152,152,152,869,212,212,212,212,212,212,212,212,212,218.5
72,NER002,869,152,152,96,96,152,152,152,152,152,869,212,212,212,212,212,212,212,212,212,218.5
73,NER003,869,152,152,96,96,152,152,152,152,152,869,212,212,212,212,212,212,212,212,212,218.5
74,NER004,152,152,152,96,96,152,152,152,152,152,562,212,212,212,212,212,212,212,212,212,187.8
