,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
0,Crisis ID,Reliability Index,Data Reliability,Recentness data,Information gaps,Data Reliability,Recentness data (# days),Information gaps (# indicator missing),Reliability
1,AFG001,1.1,1.3,2,0,1.5,146.8,0,High
2,AGO002,2.2,1.8,4.8,0,1.7,353.1,0,Medium
3,ARM002,0.9,2.5,0.3,0,2,20.8,0,Very High
4,AZE002,2.4,3.8,1.6,1.7,2.5,119.5,1,Medium
5,BDI001,1,2,0.9,0,1.8,65.3,0,Very High
6,BFA002,0.4,0.3,0.9,0,1.1,66,0,Very High
7,BGD001,1.3,2,0.1,1.7,1.8,8.6,1,High
8,BGD002,0.7,1.8,0.2,0,1.7,19,0,Very High
9,BGD009,0.7,2,0.1,0,1.8,8.6,0,Very High
10,BRA001,0.7,1.8,0.2,0,1.7,13.6,0,Very High
11,BRA002,0.8,2.3,0.2,0,1.9,13.6,0,Very High
12,BRA003,1.3,3.8,0.2,0,2.5,13.6,0,High
13,CAF001,1.2,1.8,1.9,0,1.7,142.2,0,High
14,CHL002,0.7,1.8,0.2,0,1.7,13.7,0,Very High
15,CMR001,0.5,1,0.4,0,1.4,31.6,0,Very High
16,CMR002,0.4,0.8,0.4,0,1.3,31.6,0,Very High
17,CMR003,0.5,1,0.4,0,1.4,31.6,0,Very High
18,CMR004,0.5,1,0.4,0,1.4,31.6,0,Very High
19,COD001,0.3,0.3,0.5,0,1.1,35.4,0,Very High
20,COG001,1.3,2,1.8,0,1.8,130.9,0,High
21,COL001,0.2,0.3,0.2,0,1.1,13.6,0,Very High
22,COL002,0.7,2,0.2,0,1.8,13.6,0,Very High
23,CRI002,2,2.3,0.4,3.3,1.9,33.7,2,High
24,DJI001,1,2.3,0.6,0,1.9,44.3,0,Very High
25,DJI002,0.9,2,0.6,0,1.8,44.3,0,Very High
26,DJI003,1,2.3,0.6,0,1.9,44.3,0,Very High
27,DOM002,2.3,2.3,1.4,3.3,1.9,101.9,2,Medium
28,DZA002,1.1,2.5,0.8,0,2,60.5,0,High
29,DZA003,2.5,4.3,1.5,1.7,2.7,108.9,1,Medium
30,DZA004,1.5,3.5,1,0,2.4,76.9,0,High
31,ECU002,0.7,1.8,0.2,0,1.7,13.6,0,Very High
32,EGY004,0.9,2.5,0.2,0,2,16.4,0,Very High
33,ERI001,1.3,3,1,0,2.2,73,0,High
34,ESP002,1.1,2.5,0.8,0,2,59.5,0,High
35,ETH001,1,2.3,0.8,0,1.9,59.8,0,Very High
36,ETH003,2.1,2.8,1.7,1.7,2.1,125.5,1,Medium
37,ETH004,1.3,2.8,1.1,0,2.1,82,0,High
38,ETH005,1.3,2.5,1.4,0,2,101.8,0,High
39,GRC002,1.7,2.5,2.6,0,2,193.2,0,High
40,GTM001,1.2,2.3,1.2,0,1.9,89.6,0,High
41,HND001,1.1,2.3,1,0,1.9,76.8,0,High
42,HTI001,0.8,0.3,2,0,1.1,148.6,0,Very High
43,HTI002,1.2,2.3,1.3,0,1.9,98.8,0,High
