,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
0,Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
1,AFG001,974,246,246,15,15,15,15,15,15,15,246,109,109,109,109,109,109,109,109,109,70.6
2,ARM002,309,157,157,157,56,157,157,157,246,246,246,121,121,121,121,121,121,121,121,121,170
3,AZE002,330,287,287,200,309,330,330,330,330,330,330,120,120,120,120,120,120,120,120,120,289.6
4,BDI001,359,190,190,190,190,190,190,190,190,190,946,113,113,113,113,113,113,113,113,113,257.9
5,BFA002,92,92,92,92,92,92,92,92,92,92,958,114,114,114,114,114,114,114,114,114,180.8
6,BGD002,246,135,135,135,11,3,3,10,3,3,549,112,114,114,114,114,114,114,114,112,96.4
7,BRA002,671,244,244,244,359,244,244,244,244,244,958,111,111,111,111,111,111,111,111,111,313.6
8,CAF001,961,282,282,2,2,338,338,338,338,338,549,114,114,114,114,114,114,114,114,114,263.9
9,CMR001,123,123,123,123,122,122,122,122,122,122,960,118,118,118,115,118,118,115,115,115,205.6
