,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
0,Crisis ID,Reliability Index,Data Reliability,Recentness data,Information gaps,Data Reliability,Recentness data (# days),Information gaps (# indicator missing),Reliability
1,AFG001,1.2,2.5,1,0,2,70.6,0,High
2,ARM002,1.4,2,2.3,0,1.8,170,0,High
3,AZE002,3.7,x,4,3.3,x,289.6,2,Low
4,BDI001,1.9,2.3,3.5,0,1.9,257.9,0,High
5,BFA002,1,0.5,2.5,0,1.2,180.8,0,Very High
6,BGD002,0.7,0.8,1.3,0,1.3,96.4,0,Very High
7,BRA002,2.6,3.5,4.3,0,2.4,313.6,0,Medium
8,CAF001,2.4,3.5,3.6,0,2.4,263.9,0,Medium
9,CMR001,1.1,0.5,2.8,0,1.2,205.6,0,High
10,CMR002,1.8,1.8,3.7,0,1.7,268.1,0,High
11,CMR003,1.9,2.3,3.5,0,1.9,256.9,0,High
12,CMR004,2.7,2.3,4.1,1.7,1.9,297.5,1,Medium
13,COD001,2,2.3,3.8,0,1.9,281.1,0,High
14,COG001,3.3,3.3,3.4,3.3,2.3,250.7,2,Low
15,COL001,1.4,2.3,1.9,0,1.9,140.9,0,High
16,COL002,2.1,2.3,2.4,1.7,1.9,175.9,1,Medium
17,CRI002,2.7,3.3,4.7,0,2.3,342.1,0,Medium
18,DJI001,0.9,2.3,0.4,0,1.9,27.1,0,Very High
19,DJI002,0.9,2.3,0.5,0,1.9,33.8,0,Very High
20,DJI003,1.5,2.3,0.4,1.7,1.9,27.1,1,High
21,DZA002,5,x,5,5,x,495.6,3,Very Low
22,DZA003,2.9,3.8,5,0,2.5,582.5,0,Medium
23,DZA004,5,x,5,5,x,413.4,3,Very Low
24,ECU002,2.7,3.8,4.4,0,2.5,324.5,0,Medium
25,EGY002,2,3.8,2.3,0,2.5,169.2,0,High
26,ERI001,2.8,3.8,4.6,0,2.5,333.6,0,Medium
27,ESP002,1.6,2.3,2.5,0,1.9,182.6,0,High
28,ETH001,1.2,2.3,1.2,0,1.9,87.9,0,High
29,ETH002,0.9,2.3,0.4,0,1.9,32.7,0,Very High
30,ETH003,1,2.3,0.6,0,1.9,41.9,0,Very High
31,ETH004,1.2,3.3,0.4,0,2.3,32.7,0,High
32,GRC002,1.4,2.5,1.6,0,2,120.2,0,High
33,GTM001,2.1,1.8,4.4,0,1.7,324.6,0,Medium
34,HND001,2.3,2,4.9,0,1.8,354.2,0,Medium
35,HND002,2,2.5,3.5,0,2,254.9,0,High
36,HTI001,1.3,3.3,0.6,0,2.3,43.4,0,High
37,HTI002,1.4,3.8,0.5,0,2.5,40.5,0,High
38,IDN002,3.4,x,5,1.7,x,474.9,1,Low
39,IND002,3.6,2.3,3.6,5,1.9,263,3,Low
40,IRN004,1.9,4.3,1.3,0,2.7,96.5,0,High
41,IRQ001,1.2,2.3,1.3,0,1.9,98.5,0,High
42,IRQ002,1.3,1.3,2.5,0,1.5,186.4,0,High
43,IRQ003,1.5,2.5,2,0,2,148.7,0,High
44,ITA002,1.6,2.3,2.5,0,1.9,182.3,0,High
45,JOR002,1.6,2.8,1.9,0,2.1,136.8,0,High
46,KEN001,1,2.8,0.2,0,2.1,12.7,0,Very High
47,KEN002,1.6,2.8,0.3,1.7,2.1,23,1,High
48,KEN003,2.2,3,0.2,3.3,2.2,12.7,2,Medium
49,LBN002,1.7,3.5,1.7,0,2.4,124.8,0,High
50,LBN004,2.2,3.5,1.5,1.7,2.4,112.8,1,Medium
51,LBY001,1.6,1.8,3,0,1.7,218.3,0,High
52,LBY002,1.1,1.8,1.5,0,1.7,109.5,0,High
53,LSO002,0.9,2,0.8,0,1.8,61.3,0,Very High
54,MAR002,5,x,5,5,x,543.8,3,Very Low
55,MDG002,0.4,0.8,0.4,0,1.3,28.9,0,Very High
56,MEX001,1.4,4,0.2,0,2.6,12.6,0,High
57,MEX002,2.4,4,1.4,1.7,2.6,103.8,1,Medium
58,MEX003,1.4,4,0.2,0,2.6,12.6,0,High
59,MLI001,1.8,2,3.3,0,1.8,243.7,0,High
60,MMR001,1.3,2.3,1.6,0,1.9,117.3,0,High
61,MMR002,1.7,2.3,2.8,0,1.9,202.2,0,High
62,MMR003,1.7,2.3,2.7,0,1.9,200.2,0,High
63,MMR004,1.3,2.8,1.1,0,2.1,79.9,0,High
64,MOZ004,1.5,3.3,1.1,0,2.3,80.4,0,High
65,MRT002,1.4,2.3,2,0,1.9,147.2,0,High
66,MRT003,2.5,2.3,2,3.3,1.9,144.4,2,Medium
67,MWI002,0.7,0.8,1.4,0,1.3,102.9,0,Very High
68,MYS001,1.3,2.5,1.5,0,2,108.7,0,High
69,NAM002,1.8,2,1.8,1.7,1.8,129.9,1,High
70,NER001,1.8,1.8,3.5,0,1.7,254.2,0,High
71,NER002,2.2,3,3.5,0,2.2,254,0,Medium
