,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
0,Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
1,AFG001,1005,277,277,46,46,46,46,46,46,46,277,140,140,140,140,140,140,140,140,140,101.6
2,ARM002,340,188,188,188,87,188,188,188,277,277,277,152,152,152,152,152,152,152,152,152,201
3,AZE002,361,318,318,231,340,361,361,361,361,361,361,151,151,151,151,151,151,151,151,151,320.6
4,BDI001,390,221,221,221,221,221,221,221,221,221,977,144,144,144,144,144,144,144,144,144,288.9
5,BFA002,123,123,123,123,123,123,123,123,123,123,989,145,145,145,145,145,145,145,145,145,211.8
6,BGD002,277,166,166,166,42,34,34,41,34,34,580,143,145,145,145,145,145,145,145,143,127.4
7,BRA002,702,275,275,275,390,275,275,275,275,275,989,142,142,142,142,142,142,142,142,142,344.6
8,CAF001,992,313,313,33,33,369,369,369,369,369,580,145,145,145,145,145,145,145,145,145,294.9
9,CMR001,154,154,154,154,153,153,153,153,153,153,991,149,149,149,146,149,149,146,146,146,236.6
10,CMR002,803,5,5,26,26,26,26,26,26,26,916,149,149,149,149,149,149,149,149,149,125.2
11,CMR003,991,248,248,219,219,248,248,248,248,248,803,150,150,150,150,150,150,150,150,150,287.9
12,CMR004,991,275,275,219,275,275,275,275,275,275,991,150,150,150,150,150,150,150,150,150,328.5
