,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
0,Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
1,AFG001,98,98,98,0,0,31,31,31,31,31,94,72,72,72,72,72,72,72,72,72,41.9,,
2,AFG006,99,99,99,99,62,0,0,0,0,0,94,72,72,72,72,72,72,72,72,72,42.6,,
3,AGO002,518,580,580,0,776,580,580,580,580,580,0,64,64,64,64,64,64,64,64,64,432,,
4,ARM002,31,0,0,0,0,0,0,0,0,0,196,65,65,65,65,65,65,65,65,65,26.1,,
5,AZE002,195,0,0,0,0,0,0,0,0,0,1183,65,65,65,65,65,65,65,65,65,124.8,,
6,BDI001,196,5,5,5,5,5,5,5,5,5,196,65,65,65,65,65,65,65,65,65,30.1,,
7,BFA002,337,210,210,0,0,210,210,210,210,210,0,64,64,64,64,64,64,64,64,64,132.4,,
8,BGD002,5,5,5,5,5,5,5,5,5,5,5,65,65,65,65,65,65,65,65,65,11,,
9,BGD010,77,35,35,35,35,35,35,35,35,35,77,65,65,65,65,65,65,65,65,65,42.2,,
10,BGR002,1,1,1,1,1,1,1,1,1,1,1,84,84,84,84,84,84,84,84,84,9.3,,
11,BLR002,1,1,1,1,1,1,1,1,1,1,1,84,84,84,84,84,84,84,84,84,9.3,,
12,BRA001,33,33,33,33,33,33,33,33,33,33,33,68,68,68,68,68,68,68,68,68,36.5,,
13,BRA002,33,33,33,33,33,33,33,33,33,33,33,68,68,68,68,68,68,68,68,68,36.5,,
14,BRA003,33,33,33,33,33,33,33,33,33,33,33,68,68,68,68,68,68,68,68,68,36.5,,
15,BRA004,33,33,33,33,33,33,33,33,33,33,33,68,68,68,68,68,68,68,68,68,36.5,,
16,CAF001,84,84,84,0,0,84,84,84,84,84,0,63,63,63,63,63,63,63,63,63,56.7,,
17,CHL002,0,0,0,0,0,0,0,0,0,0,0,57,57,57,57,57,57,57,57,57,5.7,,
18,CMR001,210,153,153,0,0,153,153,153,153,153,0,64,64,64,64,64,64,64,64,64,98.2,,
19,CMR002,210,153,153,0,0,153,153,153,153,153,0,64,64,64,64,64,64,64,64,64,98.2,,
20,CMR003,210,153,153,0,0,153,153,153,153,153,0,64,64,64,64,64,64,64,64,64,98.2,,
21,CMR004,210,153,153,0,0,153,153,153,153,153,0,64,64,64,64,64,64,64,64,64,98.2,,
22,COD001,337,159,159,0,0,159,159,159,159,159,0,63,63,63,63,63,63,63,63,63,101.7,,
23,COG001,279,268,268,0,0,268,268,268,268,268,0,64,64,64,64,64,64,64,64,64,167.2,,
24,COL001,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,6.5,,
25,COL002,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,6.5,,
26,CRI002,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,6.5,,
27,CZE002,1,1,1,1,1,1,1,1,1,1,1,84,84,84,84,84,84,84,84,84,9.3,,
28,DJI001,0,0,0,0,0,0,0,0,0,0,429,66,66,66,66,66,66,66,66,66,49.5,,
29,DJI002,0,0,0,0,0,0,0,0,0,0,429,66,66,66,66,66,66,66,66,66,49.5,,
30,DJI003,0,0,0,0,0,0,0,0,0,0,429,66,66,66,66,66,66,66,66,66,49.5,,
31,DOM002,280,34,34,34,280,34,34,34,34,34,280,65,65,65,65,65,65,65,65,65,86.3,,
32,DZA002,215,3,3,3,3,3,3,3,3,3,549,71,71,71,71,71,71,71,71,71,64.4,,
33,DZA003,215,215,215,525,3,3,3,3,3,3,549,71,71,71,71,71,71,71,71,71,137.8,,
34,DZA004,215,3,3,215,3,3,3,3,3,3,626,71,71,71,71,71,71,71,71,71,93.3,,
35,ECU002,123,123,123,33,62,123,123,123,123,123,123,64,64,64,64,64,64,64,64,64,102,,
36,EGY004,189,3,3,3,3,3,3,3,3,3,189,71,71,71,71,71,71,71,71,71,28.4,,
37,ERI001,1,1,196,1,1,1,1,1,1,1,623,65,65,65,65,65,65,65,65,65,89.1,,
38,ESP002,549,2,2,2,2,2,2,2,2,2,549,79,79,79,79,79,79,79,79,79,64.4,,
39,EST002,1,1,1,1,1,1,1,1,1,1,1,84,84,84,84,84,84,84,84,84,9.3,,
40,ETH001,0,0,0,0,0,0,0,0,0,0,586,68,68,68,68,68,68,68,68,68,65.4,,
41,ETH003,0,0,0,0,407,0,0,0,0,0,959,68,68,68,68,68,68,68,68,68,143.4,,
42,ETH004,0,0,0,0,0,0,0,0,0,0,808,68,68,68,68,68,68,68,68,68,87.6,,
43,ETH005,0,0,0,0,407,0,0,0,0,0,722,68,68,68,68,68,68,68,68,68,119.7,,
44,GRC002,123,0,0,0,0,0,0,0,0,0,1821,65,65,65,65,65,65,65,65,65,188.6,,
45,GTM001,0,0,0,0,0,0,0,0,0,0,0,70,70,70,70,70,70,70,70,70,7,,
46,HND001,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,6.5,,
47,HTI001,0,0,0,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,6.5,,
48,HTI002,265,265,265,265,265,123,123,123,265,265,265,65,65,65,65,65,65,65,65,65,202.4,,
49,HUN002,1,1,1,1,1,1,1,1,1,1,1,68,68,68,68,68,68,68,68,68,7.7,,
50,IDN002,35,35,35,35,5,35,35,35,35,35,35,65,65,65,65,65,65,65,65,65,35,,
51,IND002,1099,246,1099,219,0,244,1099,1099,1099,1099,1526,65,65,65,65,65,65,65,65,65,754.9,,
