,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
0,Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
1,AFG001,609,-15,582,-2,-2,-15,-15,-15,-15,-15,-2,337,337,337,337,337,337,337,337,337,83.8
2,DZA002,306,237,112,112,1,306,306,306,306,306,112,337,337,337,337,337,337,337,337,337,220.4
3,DZA003,237,593,306,306,1,306,306,306,306,306,593,337,337,337,337,337,337,337,337,337,307.3
4,DZA004,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,89.2
5,REG008,523,523,523,523,-5,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,470.2
6,REG007,523,523,523,523,-5,523,523,523,523,523,523,337,337,337,337,337,337,337,337,337,451.6
7,BGD001,117,-2,-2,-2,-2,-2,-2,-2,-2,117,117,89,89,89,89,89,89,89,89,89,30.9
8,BGD002,496,-15,-2,-2,-2,-15,-15,-15,-15,-15,184,337,337,337,337,337,337,337,337,337,44
9,BGD003,16,16,16,16,-2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14.2
10,BGD006,117,-2,-2,117,117,-2,-2,117,117,117,117,89,89,89,89,89,89,89,89,89,78.5
11,REG011,184,-6,-6,-6,-6,-6,-6,-6,-6,-6,184,337,337,337,337,337,337,337,337,337,47.3
12,BRA002,306,-6,-6,-6,-6,-6,-6,-6,-6,-6,593,334,334,334,334,334,334,334,334,334,87.9
13,BFA002,103,1,1,1,1,-15,-15,-15,-15,-15,593,-2,-2,-2,-2,-2,-2,-2,-2,-2,51.9
14,BFA003,1,1,1,1,1,-15,-15,-15,-15,-15,1,1,1,1,1,1,1,1,1,1,-7
15,BDI001,-6,-5,-5,-5,-5,-5,-5,-5,-5,-5,581,337,337,337,337,337,337,337,337,337,87.8
16,CMR001,407,35,35,35,-5,35,35,35,35,35,595,337,337,337,337,337,337,337,337,337,117.2
17,CMR002,407,35,35,35,-5,35,35,35,35,35,520,337,337,337,337,337,337,337,337,337,109.7
18,CMR003,595,35,35,35,-5,35,35,35,35,35,407,337,337,337,337,337,337,337,337,337,98.4
19,CMR004,595,35,35,35,407,35,35,35,35,35,595,337,337,337,337,337,337,337,337,337,158.4
20,CAF001,596,334,334,1,1,525,334,334,334,525,184,334,334,334,334,334,334,334,334,334,290.6
21,TCD001,-2,-2,63,-2,-2,63,63,63,63,63,593,335,335,335,335,335,335,335,335,335,130.2
22,TCD003,593,-2,-2,-2,-2,-15,-15,-15,-15,-15,593,335,335,335,335,335,335,335,335,335,84.7
23,TCD004,190,190,190,-2,593,190,190,190,190,190,593,335,335,335,335,335,335,335,335,335,265.9
24,TCD005,190,190,190,-2,-2,190,190,190,190,190,593,335,335,335,335,335,335,335,335,335,206.4
25,TCD006,593,190,190,593,-2,63,63,63,63,63,335,335,335,335,335,335,335,335,335,335,176.6
