,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
0,Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
1,AFG001,821,93,93,46,2,93,93,93,93,93,93,154,154,154,154,154,154,154,154,154,85.3
2,ARM002,156,4,4,4,156,4,4,4,93,93,93,156,156,156,156,156,156,156,156,156,61.1
3,AZE002,177,134,134,47,156,177,177,177,177,177,177,156,156,156,156,156,156,156,156,156,155.5
4,BDI001,206,37,37,37,37,37,37,37,37,37,793,155,155,155,155,155,155,155,155,155,124.4
5,BFA002,315,38,38,38,38,197,197,197,197,197,805,156,156,156,156,156,156,156,156,156,206
6,BGD002,93,46,46,46,38,46,46,46,46,46,396,154,154,154,154,154,154,154,154,154,91
7,BRA002,518,91,91,91,206,91,91,91,91,91,805,546,546,546,546,546,546,546,546,546,219.4
8,CAF001,808,129,129,35,35,185,185,185,185,185,396,156,156,156,156,156,156,156,156,156,167.6
9,CMR001,619,64,64,35,35,64,64,64,64,64,807,155,155,155,155,155,155,155,155,155,141.6
10,CMR002,619,64,64,35,35,64,64,64,64,64,732,155,155,155,155,155,155,155,155,155,134.1
11,CMR003,807,64,64,35,35,64,64,64,64,64,619,155,155,155,155,155,155,155,155,155,122.8
12,CMR004,807,91,91,35,91,91,91,91,91,91,807,155,155,155,155,155,155,155,155,155,163.4
13,COD001,207,35,112,35,35,112,112,112,112,112,807,155,155,155,155,155,155,155,155,155,170.4
14,COG001,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113
15,COL001,205,133,366,92,92,197,197,197,197,197,806,546,546,546,546,546,546,546,546,546,288.7
16,COL002,92,92,92,92,449,92,206,92,92,206,806,546,546,546,546,546,546,546,546,546,267.3
17,COL003,92,92,92,151,151,92,92,92,151,151,151,151,151,151,151,151,151,151,151,151,127.4
18,CRI002,449,206,92,92,304,92,92,92,206,206,750,547,547,547,547,547,547,547,547,547,247.3
19,DJI001,205,78,78,500,78,78,78,78,78,78,500,152,152,152,152,152,152,152,152,152,169.8
20,DJI002,205,78,78,518,78,78,78,78,78,78,806,546,546,546,546,546,546,546,546,546,241.6
21,DJI003,205,78,78,765,78,78,78,78,78,78,704,546,546,546,546,546,546,546,546,546,256.1
22,DZA002,518,449,324,324,157,518,518,518,518,518,324,154,154,154,154,154,154,154,154,154,387.3
23,DZA003,449,805,518,518,157,518,518,518,518,518,805,154,154,154,154,154,154,154,154,154,474.2
24,DZA004,311,311,311,311,157,311,311,311,311,311,311,154,154,154,154,154,154,154,154,154,279.9
25,ECU002,449,91,91,91,304,91,91,91,91,91,806,151,151,151,151,151,151,151,151,151,189.8
26,EGY002,366,31,1,1,57,1,1,1,1,1,809,152,152,152,152,152,152,152,152,152,102.5
27,ERI001,205,526,91,91,91,152,152,152,152,152,807,152,152,152,152,152,152,152,152,152,199.2
28,ESP002,92,92,92,92,92,92,92,92,92,92,806,806,806,806,806,806,806,806,806,806,234.8
29,ETH001,205,37,37,37,37,37,37,37,37,37,805,152,152,152,152,152,152,152,152,152,125.3
30,ETH002,329,193,205,205,329,252,252,252,252,252,329,329,328,329,328,329,328,329,329,329,265.7
31,ETH003,303,303,252,252,303,252,252,252,252,252,252,298,298,298,298,298,298,298,298,298,261.7
32,ETH004,151,93,93,67,151,93,93,93,93,93,151,151,151,151,151,151,151,151,151,151,107.8
33,FJI002,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
34,GRC002,731,2,2,2,2,2,2,2,2,2,815,155,155,155,155,155,155,155,155,155,98.6
35,GTM001,205,206,206,206,92,92,92,92,92,206,672,547,547,547,547,547,547,547,547,547,229.7
36,GTM003,92,92,92,92,92,92,92,92,151,151,151,151,151,151,151,151,151,151,151,151,115.6
37,HND001,205,206,206,206,92,133,133,133,133,206,807,547,547,547,547,547,547,547,547,547,259.6
38,HND002,151,92,92,92,151,92,92,92,151,151,151,151,151,151,151,151,151,151,151,151,121.5
39,HTI001,823,54,92,206,92,33,33,54,54,54,823,176,176,176,176,176,176,176,176,176,161.7
40,IDN002,457,457,457,457,38,457,457,457,457,457,640,154,154,154,154,154,154,154,154,154,403.1
41,IDN006,93,93,93,93,93,93,93,93,93,93,93,89,89,89,89,89,89,89,89,92,92.6
42,IDN007,93,93,93,93,38,93,93,93,93,93,93,92,92,92,92,92,92,92,92,92,87.4
43,IND002,93,93,93,93,38,93,93,93,93,93,520,154,154,154,154,154,154,154,154,154,136.3
44,IRN004,46,46,46,46,396,46,46,46,46,46,46,151,151,151,151,151,151,151,151,151,91.5
45,IRQ001,92,92,92,2,2,2,2,2,2,2,366,154,154,154,154,154,154,154,154,154,62.6
46,IRQ002,92,62,33,33,2,33,33,33,33,33,449,154,154,154,154,154,154,154,154,154,83.6
47,IRQ003,92,2,2,2,155,2,2,2,2,2,805,154,154,154,154,154,154,154,154,154,112.8
48,ITA002,805,744,744,744,753,744,744,744,744,744,805,744,744,744,744,744,744,744,744,744,751
49,JOR002,151,89,2,2,151,2,2,2,2,2,301,154,154,154,154,154,154,154,154,154,62
50,KEN002,63,63,63,63,805,63,396,63,396,396,805,549,549,549,549,549,549,549,549,549,359.9
51,LBN002,329,89,33,2,184,33,33,33,33,33,329,154,154,154,154,154,154,154,154,154,86.7
52,LBN004,366,89,33,62,2,33,33,33,33,33,366,154,154,154,154,154,154,154,154,154,78.2
53,LBY001,366,31,366,4,30,30,30,30,30,30,366,154,154,154,154,154,154,154,154,154,107
54,LBY002,214,31,2,2,31,2,2,30,30,214,366,154,154,154,154,154,154,154,154,154,83.3
55,LSO002,640,182,182,203,821,182,182,182,182,182,821,155,155,155,155,155,155,155,155,155,309.2
56,MAR002,213,324,324,324,30,518,518,518,518,518,805,154,154,154,154,154,154,154,154,154,422.7
57,MDG002,91,91,91,203,182,91,91,91,91,91,666,155,155,155,155,155,155,155,155,155,175.2
58,MEX001,518,505,518,304,92,505,518,505,518,518,518,518,518,518,518,518,518,518,518,518,451.4
59,MEX002,518,505,505,518,92,505,518,505,518,518,518,518,518,518,518,518,518,518,518,518,471.5
60,MEX003,518,505,505,505,92,505,505,505,518,518,518,518,518,518,518,518,518,518,518,518,468.9
61,MLI001,207,49,49,49,35,49,49,49,49,49,827,151,151,151,151,151,151,151,151,151,135.6
62,MMR001,88,88,88,46,38,88,88,88,88,88,88,151,151,151,151,151,151,151,151,151,85.1
63,MMR002,88,88,88,46,38,88,88,88,88,88,88,151,151,151,151,151,151,151,151,151,85.1
64,MMR003,88,88,88,58,38,88,88,88,88,88,88,151,151,151,151,151,151,151,151,151,86.3
65,MOZ001,63,63,63,63,63,63,63,63,63,92,640,152,152,152,152,152,152,152,152,152,132.5
66,MOZ004,63,63,63,63,63,63,63,63,63,63,152,549,253,549,549,549,549,254,549,549,120.5
67,MOZ006,63,63,92,276,448,92,92,92,92,92,448,448,448,448,448,448,448,448,448,448,217.2
68,MOZ007,79,79,63,63,79,63,63,63,63,63,79,79,79,79,79,79,79,79,79,79,67.8
69,MRT002,806,78,78,78,672,78,78,78,78,78,806,154,154,154,154,154,154,154,154,154,217.8
70,MRT003,214,78,78,247,247,78,78,78,78,78,247,154,154,154,154,154,154,154,154,154,136.3
71,MWI002,767,91,91,610,91,91,91,91,91,91,609,155,155,155,155,155,155,155,155,155,201.1
72,MYS001,35,32,32,32,35,35,35,35,32,32,32,32,32,32,32,32,32,32,32,32,33.2
73,NAM002,448,182,182,448,182,182,182,182,182,182,448,155,155,155,155,155,155,155,155,155,232.5
74,NER001,808,91,91,35,35,91,91,91,91,91,808,151,151,151,151,151,151,151,151,151,157.5
75,NER002,808,91,91,35,35,91,91,91,91,91,808,151,151,151,151,151,151,151,151,151,157.5
76,NER003,808,91,91,35,35,91,91,91,91,91,808,151,151,151,151,151,151,151,151,151,157.5
77,NER004,91,91,91,35,35,91,91,91,91,91,501,151,151,151,151,151,151,151,151,151,126.8
78,NGA001,667,64,64,35,35,64,64,64,64,64,667,155,155,155,155,155,155,155,155,155,127.6
79,NGA003,151,91,35,35,35,35,35,35,35,35,668,155,155,155,155,155,155,155,155,155,110.3
80,NGA004,669,35,35,35,35,35,35,35,35,35,669,155,155,155,155,155,155,155,155,155,110.4
81,NGA007,367,91,35,35,35,35,35,35,35,35,501,155,155,155,155,155,155,155,155,155,93.6
82,NGA008,476,151,151,151,151,151,151,151,151,151,457,155,155,155,155,155,155,155,155,155,182
83,NIC001,449,206,827,206,92,547,547,547,827,827,827,547,547,547,547,547,547,547,547,547,579.4
84,NIC002,151,151,92,151,151,92,92,151,151,151,151,151,151,151,151,151,151,151,151,151,133.3
85,PAK001,206,206,206,574,2,206,206,206,206,206,813,151,151,151,151,151,151,151,151,151,277.6
86,PAK004,711,711,793,457,2,520,793,793,793,793,793,151,151,151,151,151,151,151,151,151,588.8
87,PER002,449,449,92,92,206,92,91,91,91,91,805,546,151,546,546,546,151,546,546,546,219.7
88,PHL001,35,35,35,58,38,35,35,35,35,35,501,151,151,151,151,151,151,151,151,151,95.8
89,PHL003,518,518,58,58,38,58,58,58,58,58,518,151,151,151,151,151,151,151,151,151,111.3
90,PHL004,501,501,210,210,329,210,210,210,210,210,501,151,151,151,151,151,151,151,151,151,245.1
91,PHL009,66,66,66,66,66,66,66,66,66,66,66,151,151,151,151,151,151,151,151,151,74.5
92,PRK001,38,38,38,38,38,396,396,396,396,396,823,154,154,154,154,154,154,154,154,154,307.1
93,PSE002,62,62,62,62,2,62,62,62,62,62,813,154,154,154,154,154,154,154,154,154,140.3
94,REG001,337,35,35,35,35,35,35,35,35,35,730,155,155,155,155,155,155,155,155,155,116.5
95,REG002,449,92,92,92,518,92,92,92,92,92,731,546,546,546,546,546,546,546,546,546,243.9
96,REG003,529,529,206,529,38,529,736,736,736,736,736,151,151,151,151,151,151,151,151,151,513.3
97,REG004,61,2,2,2,151,2,2,2,2,2,710,154,154,154,154,154,154,154,154,154,102.9
98,REG006,713,713,713,713,2,713,713,713,713,713,713,151,151,151,151,151,151,151,151,151,585.7
99,REG007,735,735,735,735,30,735,735,735,735,735,735,151,151,151,151,151,151,151,151,151,606.1
100,REG008,735,735,735,735,30,735,735,735,735,735,735,151,151,151,151,151,151,151,151,151,606.1
101,REG011,46,46,46,46,38,46,46,46,46,46,46,151,151,151,151,151,151,151,151,151,55.7
102,REG012,35,35,35,35,35,35,35,35,35,35,442,155,155,155,155,155,155,155,155,155,87.7
103,REG013,156,93,93,93,177,177,177,177,177,177,177,156,156,156,156,156,156,156,156,156,158.1
104,RWA002,805,91,91,91,182,91,91,91,91,91,805,155,155,155,155,155,155,155,155,155,177.9
105,SDN001,448,64,64,64,0,64,64,64,64,64,448,152,152,152,152,152,152,152,152,152,104.8
106,SDN005,448,64,64,0,448,64,64,64,64,64,152,448,448,448,448,448,448,448,448,448,143.2
107,SDN006,206,196,92,206,176,196,196,196,196,196,252,252,252,252,252,252,252,252,252,252,195.8
108,SDN007,0,0,0,0,129,0,0,0,0,0,129,129,129,129,129,129,129,129,129,129,38.7
109,SDN008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,SEN002,207,91,91,505,827,91,91,91,91,91,827,151,151,151,151,151,151,151,151,151,285.6
111,SLV001,205,206,206,206,92,92,92,92,92,206,807,547,547,547,547,547,547,547,547,547,243.2
112,SOM001,557,37,37,37,37,37,37,37,37,37,820,152,152,152,152,152,152,152,152,152,126.8
113,SOM002,280,280,280,280,252,732,732,280,280,280,732,547,547,547,547,547,547,547,547,547,439.5
114,SOM004,280,280,280,280,280,280,280,280,365,365,365,365,365,365,365,365,365,365,365,365,314
115,SSD001,672,640,640,67,152,67,67,67,67,67,672,152,152,152,152,152,152,152,152,152,201.8
116,SWZ001,206,64,64,442,182,64,64,64,64,64,448,155,155,155,155,155,155,155,155,155,161.1
117,SYR001,62,62,62,62,2,62,62,62,62,62,821,154,154,154,154,154,154,154,154,154,141.1
118,TCD001,129,35,129,35,35,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,110.2
119,TCD003,805,35,35,35,35,197,197,197,197,197,805,155,155,155,155,155,155,155,155,155,205
120,TCD004,402,402,402,35,805,402,402,402,402,402,805,155,155,155,155,155,155,155,155,155,421.2
121,TCD005,402,402,402,35,35,402,402,402,402,402,805,155,155,155,155,155,155,155,155,155,344.2
122,TCD006,805,402,402,805,35,275,275,275,275,275,547,155,155,155,155,155,155,155,155,155,331.9
123,THA001,640,92,92,92,66,92,92,92,92,92,807,151,151,151,151,151,151,151,151,151,166.8
124,THA002,640,640,640,640,66,396,396,396,396,396,807,151,151,151,151,151,151,151,151,151,428.4
125,THA003,525,92,92,92,92,92,92,92,92,92,807,151,151,151,151,151,151,151,151,151,169.4
126,TLS002,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2.9
127,TTO002,792,518,763,763,152,206,449,449,449,449,518,152,152,152,152,152,152,152,152,152,435
128,TUN002,213,324,324,324,157,805,805,805,805,805,805,154,154,154,154,154,154,154,154,154,578.9
129,TUR001,805,805,2,2,2,2,2,2,2,2,805,155,155,155,155,155,155,155,155,155,97.6
130,TUR002,805,765,2,2,805,2,2,2,2,2,805,155,155,155,155,155,155,155,155,155,177.9
131,TUR003,805,805,2,2,2,2,2,2,2,2,805,155,155,155,155,155,155,155,155,155,97.6
132,TUR004,805,805,805,805,2,805,805,805,805,805,805,155,155,155,155,155,155,155,155,155,659.7
133,TZA002,646,91,91,91,646,91,91,91,91,91,821,155,155,155,155,155,155,155,155,155,225.9
134,UGA001,329,196,152,152,176,252,252,252,252,252,277,152,152,152,152,152,152,152,152,152,216.9
135,UGA005,518,329,152,152,329,252,252,252,252,252,277,518,518,518,518,518,518,518,518,518,268.8
136,UKR002,805,396,396,46,30,46,46,46,46,46,396,151,151,151,151,151,151,151,151,151,124.9
137,VCT002,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2.9
138,VEN001,205,92,92,92,449,92,92,92,176,176,672,546,546,546,546,546,546,546,546,546,247.9
139,VNM002,176,176,176,176,151,35,35,35,35,35,176,151,151,151,151,151,151,151,151,151,100.5
140,VUT002,366,366,366,302,380,366,366,366,366,366,380,380,380,380,380,380,380,380,380,380,363.8
141,YEM001,193,193,193,193,193,737,193,193,193,193,823,744,744,744,744,744,744,744,744,744,365.5
142,YEM002,193,193,193,193,193,737,737,297,297,737,793,744,744,744,744,744,744,744,744,744,492.1
