,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
0,Crisis ID,Reliability Index,Data Reliability,Recentness data,Information gaps,Data Reliability,Recentness data (# days),Information gaps (# indicator missing),Reliability
1,AFG001,0.9,2.3,0.3,0,1.9,20.2,0,Very High
2,AFG006,1.6,1.8,1.2,1.7,1.7,89.2,1,High
3,AGO002,2.3,1.8,5,0,1.7,528.8,0,Medium
4,ARM002,0.9,2.5,0.3,0,2,19.5,0,Very High
5,AZE002,2.5,3.8,2,1.7,2.5,149.8,1,Medium
6,BDI001,0.8,2,0.3,0,1.8,19.5,0,Very High
7,BEN002,0.3,0.3,0.6,0,1.1,45.9,0,Very High
8,BFA002,0.5,1,0.6,0,1.4,44.3,0,Very High
9,BGD001,0.4,1,0.1,0,1.4,7.3,0,Very High
10,BGD002,0.4,1,0.1,0,1.4,7.3,0,Very High
11,BGD012,0.4,1,0.1,0,1.4,7.3,0,Very High
12,BGR002,0.9,2,0.6,0,1.8,41.9,0,Very High
13,BLR002,1,2.3,0.6,0,1.9,41.9,0,Very High
14,BRA001,0.8,2,0.3,0,1.8,20.7,0,Very High
15,BRA002,0.9,2.5,0.3,0,2,20.7,0,Very High
16,BRA004,1.9,3.8,0.3,1.7,2.5,20.7,1,High
17,CAF001,0.7,1.8,0.4,0,1.7,27.4,0,Very High
18,CHL002,0.8,1.8,0.6,0,1.7,45.7,0,Very High
19,CMR001,0.8,1.8,0.5,0,1.7,37.1,0,Very High
20,CMR002,0.7,1.5,0.5,0,1.6,37.1,0,Very High
21,CMR003,0.7,1.5,0.5,0,1.6,37.1,0,Very High
22,CMR004,0.8,1.8,0.5,0,1.7,37.1,0,Very High
23,COD001,0.7,1.8,0.4,0,1.7,27.4,0,Very High
24,COG001,0.8,1.8,0.5,0,1.7,37.1,0,Very High
25,COL001,0.9,2,0.8,0,1.8,56.4,0,Very High
26,COL002,1,2.3,0.8,0,1.9,56.4,0,Very High
27,CRI002,1.7,3.5,1.7,0,2.4,127.5,0,High
28,CZE002,1,2.3,0.6,0,1.9,41.9,0,Very High
29,DJI001,1.1,2.3,1,0,1.9,73.7,0,High
30,DJI002,1,2,1,0,1.8,73.7,0,Very High
31,DJI003,1.1,2.3,1,0,1.9,73.7,0,High
32,DOM002,2,2.3,0.3,3.3,1.9,20.4,2,High
33,DZA002,1.6,3.5,1.2,0,2.4,86.2,0,High
34,DZA003,1.8,4.3,1.2,0,2.7,86.2,0,High
35,DZA004,1.6,3.5,1.3,0,2.4,93.9,0,High
36,ECU002,1,2.3,0.6,0,1.9,46.4,0,Very High
37,EGY004,1.6,2.5,0.7,1.7,2,50.2,1,High
38,ERI001,1.5,3.3,1.3,0,2.3,93.8,0,High
39,ESP002,1.8,2.5,1.2,1.7,2,87,1,High
40,EST002,1,2.3,0.6,0,1.9,41.9,0,Very High
41,ETH001,0.9,2.5,0.3,0,2,23.1,0,Very High
42,ETH003,1.9,3,1,1.7,2.2,75.9,1,High
43,ETH004,1.2,3.3,0.3,0,2.3,23.1,0,High
44,ETH005,1.2,2.5,1,0,2,75.9,0,High
45,GRC002,0.9,2.5,0.2,0,2,18.6,0,Very High
46,GTM001,1.2,2.8,0.8,0,2.1,56.9,0,High
47,HND001,1.5,3.8,0.8,0,2.5,56.4,0,High
48,HTI001,1.3,3,0.8,0,2.2,56.4,0,High
49,HUN002,0.9,2.3,0.5,0,1.9,40.3,0,Very High
50,IDN002,1.1,3,0.3,0,2.2,22.2,0,High
51,IRN004,3.7,4,3.9,3.3,2.6,282.7,2,Low
52,IRQ001,0.8,2.3,0.2,0,1.9,18.6,0,Very High
53,IRQ002,0.9,2.5,0.2,0,2,18.6,0,Very High
54,IRQ003,0.8,2,0.5,0,1.8,36.9,0,Very High
55,ITA002,1.7,2.3,1.2,1.7,1.9,87,1,High
56,JOR002,1.4,3.8,0.3,0,2.5,20.4,0,High
57,KEN001,1.3,3.5,0.4,0,2.4,31.6,0,High
58,KEN002,1.3,2,0.3,1.7,1.8,19.5,1,High
59,KEN003,0.9,2.3,0.3,0,1.9,19.5,0,Very High
60,LBN002,1.4,2,2.3,0,1.8,165.5,0,High
61,LBN006,0.7,2,0,0,1.8,1,0,Very High
62,LBY001,1,2.3,0.6,0,1.9,47.4,0,Very High
63,LBY002,1.1,2,1.2,0,1.8,89.6,0,High
64,LBY003,0.8,1.8,0.6,0,1.7,47.5,0,Very High
65,LKA002,1.3,1.8,0.3,1.7,1.7,22.2,1,High
66,LTU002,1,2.3,0.6,0,1.9,41.9,0,Very High
67,LVA002,1,2.3,0.6,0,1.9,41.9,0,Very High
68,MAR001,1.5,3.8,0.6,0,2.5,44.5,0,High
69,MAR002,1.7,4,1.2,0,2.6,86.7,0,High
70,MAR003,1.2,3,0.6,0,2.2,44.5,0,High
71,MDA002,0.8,2,0.5,0,1.8,40.3,0,Very High
72,MDG001,0.6,1.8,0,0,1.7,0.9,0,Very High
73,MDG002,0.8,2.3,0.2,0,1.9,18.7,0,Very High
74,MDG009,0.8,2.3,0,0,1.9,0.9,0,Very High
75,MEX001,1.4,4,0.3,0,2.6,20.4,0,High
76,MEX002,1.4,3.8,0.3,0,2.5,20.4,0,High
77,MEX003,1.4,3.8,0.3,0,2.5,20.4,0,High
78,MLI001,0.2,0.3,0.3,0,1.1,20.8,0,Very High
79,MMR001,0.7,1.8,0.3,0,1.7,22.2,0,Very High
80,MMR002,0.7,1.8,0.3,0,1.7,22.2,0,Very High
81,MMR003,0.7,1.8,0.3,0,1.7,22.2,0,Very High
82,MMR004,0.7,1.8,0.3,0,1.7,22.2,0,Very High
83,MNG004,0.7,2,0.2,0,1.8,12.8,0,Very High
84,MOZ001,0.9,2.5,0.1,0,2,8.8,0,Very High
85,MOZ004,1.1,3,0.3,0,2.2,23,0,High
86,MOZ011,0.8,2.3,0.1,0,1.9,8.8,0,Very High
87,MRT002,0.7,1.3,0.8,0,1.5,58.9,0,Very High
88,MRT003,1.1,0.8,0.9,1.7,1.3,69.7,1,High
89,MWI002,0.9,1.8,0.8,0,1.7,58.5,0,Very High
90,MYS001,0.9,2.5,0.3,0,2,22.2,0,Very High
91,NAM002,2.4,1.5,3.9,1.7,1.6,281.7,1,Medium
92,NER001,0.6,1.5,0.3,0,1.6,22.6,0,Very High
93,NER002,0.6,1.5,0.3,0,1.6,22.6,0,Very High
94,NER003,0.6,1.5,0.3,0,1.6,22.6,0,Very High
95,NER004,0.6,1.5,0.3,0,1.6,22.6,0,Very High
96,NGA001,1.4,4,0.3,0,2.6,23.7,0,High
97,NGA003,0.9,2.3,0.3,0,1.9,19.7,0,Very High
98,NGA004,1.1,3,0.3,0,2.2,19.7,0,High
99,NGA007,1.3,3.5,0.3,0,2.4,19.6,0,High
100,NGA008,1.4,2.3,0.3,1.7,1.9,19.6,1,High
101,NIC001,1.5,2.5,0.3,1.7,2,20.4,1,High
102,NPL003,0.8,2,0.3,0,1.8,22.2,0,Very High
103,PAK001,1.6,1.8,3,0,1.7,215.8,0,High
104,PAK004,2.6,1.3,3.2,3.3,1.5,232.4,2,Medium
105,PAK005,1.3,2.5,1.5,0,2,110.7,0,High
106,PAN002,0.9,2.5,0.3,0,2,20.4,0,Very High
107,PER002,1,2.3,0.6,0,1.9,46.5,0,Very High
108,PHL003,1.2,3.3,0.3,0,2.3,22.2,0,High
109,PNG003,0.8,2,0.3,0,1.8,22.2,0,Very High
110,POL002,0.8,2,0.5,0,1.8,40.3,0,Very High
111,PRK001,2.8,3.5,5,0,2.4,434.3,0,Medium
112,PSE002,0.7,2,0.2,0,1.8,18.6,0,Very High
113,PSE003,0.4,1,0.2,0,1.4,18.6,0,Very High
114,PSE004,0.6,1.5,0.2,0,1.6,18.6,0,Very High
115,REG001,1.1,0.3,3,0,1.1,216.4,0,High
116,REG002,2.6,2.8,5,0,2.1,612.2,0,Medium
117,REG004,1.8,2.5,2.8,0,2,202.3,0,High
118,REG006,1,2.8,0.2,0,2.1,18.6,0,Very High
119,REG007,1.7,2.3,1.1,1.7,1.9,83.6,1,High
120,REG008,1.7,2.3,1.1,1.7,1.9,83.6,1,High
121,REG011,0.7,1.8,0.3,0,1.7,21.3,0,Very High
122,REG012,0.6,1.5,0.2,0,1.6,18.6,0,Very High
123,REG013,1.3,2.5,1.3,0,2,98.2,0,High
124,REG014,1.2,2.3,1.4,0,1.9,100.8,0,High
125,REG015,2.3,4,2.9,0,2.6,214.3,0,Medium
126,ROU002,0.9,2.3,0.5,0,1.9,40.3,0,Very High
127,RUS002,1.4,3.8,0.5,0,2.5,40.4,0,High
128,RWA002,2.1,2.8,0.3,3.3,2.1,19.5,2,Medium
129,SDN001,1.1,3,0.3,0,2.2,19.3,0,High
