,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
0,Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score,,
1,AFG001,294,294,294,11,11,208,208,208,208,153,642,173,173,173,173,173,173,173,173,173,211.6,,
2,AFG005,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,,
3,AGO002,61,123,123,27,319,123,123,123,123,123,27,172,172,172,172,172,172,172,172,172,128.3,,
4,ARM002,145,145,145,145,4,145,145,145,642,642,642,168,168,168,168,168,168,168,168,168,282.3,,
5,AZE002,98,118,118,596,4,118,123,118,118,118,726,168,168,168,168,168,168,168,168,168,220.7,,
6,BDI001,154,154,154,40,40,154,154,154,154,154,154,172,172,172,172,172,172,172,172,172,133,,
7,BFA002,49,49,49,49,49,49,49,49,49,49,1354,189,189,189,189,189,189,189,189,189,193.5,,
8,BGD001,124,4,4,4,4,124,124,4,124,124,124,124,124,124,124,124,124,124,124,124,76,,
9,BGD002,182,4,4,4,4,117,117,4,117,117,945,165,168,168,168,168,168,168,168,168,159.4,,
10,BGD008,124,124,124,67,67,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,112.6,,
11,BRA001,0,0,0,0,0,0,0,0,0,0,0,187,187,187,187,187,187,187,187,187,18.7,,
12,BRA002,0,0,0,0,0,0,0,0,0,0,0,187,187,187,187,187,187,187,187,187,18.7,,
13,BRA003,0,0,0,0,0,0,0,0,0,0,0,187,187,187,187,187,187,187,187,187,18.7,,
14,CAF001,1357,96,96,96,96,91,91,91,91,91,945,187,187,187,187,187,187,187,187,187,187.5,,
15,CHL002,61,61,61,61,61,61,61,61,61,61,61,187,187,187,187,187,187,187,187,187,73.6,,
16,CMR001,519,123,40,123,123,40,40,40,40,40,123,174,174,174,174,174,174,174,174,174,78.3,,
17,CMR002,1168,101,101,101,101,101,101,101,101,101,62,174,174,174,174,174,174,174,174,174,104.4,,
18,CMR003,224,101,101,101,101,101,101,101,101,101,62,174,174,174,174,174,174,174,174,174,104.4,,
19,CMR004,224,101,101,101,101,101,101,101,101,101,1356,174,174,174,174,174,174,174,174,174,233.8,,
20,COD001,756,102,102,102,102,102,118,118,118,118,1356,187,187,187,187,187,187,187,187,187,242.3,,
21,COG001,61,124,124,61,27,124,124,124,124,662,61,172,172,172,172,172,172,172,172,172,160.3,,
22,COL001,0,0,0,0,0,0,0,0,0,0,0,174,174,174,174,174,174,174,174,174,17.4,,
23,COL002,0,0,0,0,0,0,0,0,0,0,0,174,174,174,174,174,174,174,174,174,17.4,,
24,CRI002,7,7,7,7,7,7,7,7,7,7,7,187,187,187,187,187,187,187,187,187,25,,
25,DJI001,414,0,0,0,97,0,0,0,0,0,414,170,170,170,170,170,170,170,170,170,68.1,,
26,DJI002,97,97,0,0,97,0,0,0,97,97,97,170,170,170,170,170,170,170,170,170,55.8,,
27,DJI003,414,97,97,97,97,97,97,97,97,97,414,170,170,170,170,170,170,170,170,170,136,,
28,DOM002,7,7,7,7,7,7,7,7,7,7,7,187,187,187,187,187,187,187,187,187,25,,
29,DZA002,92,14,68,68,14,14,68,68,68,68,92,174,174,174,174,174,174,174,174,174,70.2,,
30,DZA003,92,92,92,68,14,68,68,68,68,68,92,174,174,174,174,174,174,174,174,174,78,,
31,DZA004,169,14,14,68,14,14,14,14,14,14,169,174,174,174,174,174,174,174,174,174,50.9,,
32,ECU002,61,61,61,61,61,61,61,61,61,61,61,187,187,187,187,187,187,187,187,187,73.6,,
33,EGY002,92,5,5,5,5,5,5,5,5,5,92,174,174,174,174,174,174,174,174,174,30.6,,
34,ERI001,166,166,166,166,38,166,166,166,166,166,166,171,171,171,171,171,171,171,171,171,153.7,,
35,ESP002,92,14,14,14,14,14,14,14,14,14,92,173,173,173,173,173,173,173,173,173,37.7,,
36,ETH001,33,33,33,11,33,11,11,11,11,11,129,170,170,170,170,170,170,170,170,170,43.1,,
37,ETH003,33,33,33,11,33,11,11,11,11,11,502,170,170,170,170,170,170,170,170,170,80.4,,
38,ETH004,33,33,33,33,33,11,11,11,11,11,351,170,170,170,170,170,170,170,170,170,67.5,,
39,ETH005,33,33,33,11,33,33,33,33,33,33,265,170,170,170,170,170,170,170,170,170,67.7,,
40,GMB002,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,,
41,GRC002,1280,63,63,63,3,194,61,194,194,194,1364,188,188,188,188,188,188,188,188,188,251.8,,
42,GTM001,7,7,7,7,7,7,7,7,7,7,7,179,179,179,179,179,179,179,179,179,24.2,,
43,HND001,7,7,7,7,7,7,7,7,7,7,7,179,179,179,179,179,179,179,179,179,24.2,,
44,HTI001,7,7,7,7,7,7,7,7,7,7,7,174,174,174,174,174,174,174,174,174,23.7,,
45,HTI002,7,7,7,7,7,7,7,7,7,7,7,174,174,174,174,174,174,174,174,174,23.7,,
46,HUN002,92,5,5,5,5,5,5,5,5,5,92,172,172,172,172,172,172,172,172,172,30.4,,
47,IDN002,182,182,182,237,4,147,153,182,182,182,1189,168,168,168,168,168,168,168,168,168,262.6,,
48,IND002,642,642,642,642,4,642,642,642,642,642,1069,168,168,168,168,168,168,168,168,168,573.5,,
49,IRN004,595,595,132,132,208,132,208,132,132,208,595,176,176,176,176,176,176,176,176,176,205.5,,
50,IRQ001,209,0,0,0,3,0,0,0,0,0,915,172,172,172,172,172,172,172,172,172,109,,
51,IRQ002,209,209,209,209,3,209,209,209,209,209,998,172,172,172,172,172,172,172,172,172,263.6,,
52,IRQ003,209,42,209,3,209,3,3,3,3,3,1354,172,172,172,172,172,172,172,172,172,196.2,,
53,ITA002,92,5,5,5,5,5,5,5,5,5,92,173,173,173,173,173,173,173,173,173,30.5,,
54,JOR002,489,489,3,3,700,104,104,207,207,207,850,175,175,175,175,175,175,175,175,175,256,,
55,KEN001,129,28,28,56,56,34,34,34,34,34,129,172,172,172,172,172,172,172,172,172,61.1,,
56,KEN002,129,56,56,56,129,56,56,56,56,56,129,172,172,172,172,172,172,172,172,172,82.2,,
57,KEN003,129,28,28,129,56,24,24,24,24,24,129,172,172,172,172,172,172,172,172,172,63.4,,
58,LBN002,446,63,63,201,201,63,63,201,201,201,878,169,169,169,169,169,169,169,169,169,224.1,,
59,LBN004,446,63,63,201,3,63,63,201,201,201,915,169,169,169,169,169,169,169,169,169,208,,
60,LBY001,92,92,92,5,5,92,92,92,92,92,92,169,169,169,169,169,169,169,169,169,82.3,,
61,LBY002,92,92,5,5,5,5,5,5,5,5,92,169,169,169,169,169,169,169,169,169,30.1,,
62,LKA002,133,133,133,133,4,133,133,133,133,133,133,132,132,132,132,132,132,132,132,132,120,,
