,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
0,Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
1,AFG001,670,46,643,3,0,46,46,46,46,46,59,3,3,3,3,3,3,3,3,3,93.8
2,DZA002,367,298,173,173,6,367,367,367,367,367,173,3,3,3,3,3,3,3,3,3,236.3
3,DZA003,298,654,367,367,6,367,367,367,367,367,654,3,3,3,3,3,3,3,3,3,323.2
4,DZA004,160,160,160,160,6,160,160,160,160,160,160,3,3,3,3,3,3,3,3,3,128.9
5,REG008,584,584,584,584,0,584,584,584,584,584,584,0,0,0,0,0,0,0,0,0,467.2
6,REG007,584,584,584,584,0,584,584,584,584,584,584,0,0,0,0,0,0,0,0,0,467.2
7,ARM002,5,5,5,5,5,26,26,26,26,26,26,5,5,5,5,5,5,5,5,5,17.6
8,REG013,5,5,5,5,26,26,26,26,26,26,26,5,5,5,5,5,5,5,5,5,19.7
9,AZE002,26,26,26,26,5,26,26,26,26,26,26,5,5,5,5,5,5,5,5,5,21.8
10,BGD001,3,3,3,3,0,3,3,3,3,3,178,3,3,3,3,3,3,3,3,3,20.2
11,BGD002,557,3,3,3,0,3,3,3,3,3,245,3,3,3,3,3,3,3,3,3,26.9
12,BGD003,77,77,77,77,0,3,3,3,3,3,77,3,3,3,3,3,3,3,3,3,24.9
13,REG011,245,3,3,3,0,3,3,3,3,3,33,0,0,0,0,0,0,0,0,0,5.4
14,BRA002,367,55,55,55,55,55,55,55,55,55,654,395,395,395,395,395,395,395,395,395,148.9
15,BFA002,164,5,5,5,0,46,46,46,46,46,654,5,5,5,5,5,5,5,5,5,89.9
16,BFA003,62,62,31,62,31,31,31,31,31,31,62,5,5,5,5,5,5,5,5,5,34.6
17,BFA004,31,5,5,5,0,31,31,31,31,31,31,5,5,5,5,5,5,5,5,5,20.1
