,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
0,Crisis ID,Area affected by disaster,People living in the affected area,Total # of people affected by the crisis,Total # of crisis related displaced people,Total # of crisis related fatalities,# of people affected facing minimal humanitarian needs (level 1),# of people affected facing stressed humanitarian needs (level 2),# of people affected facing moderate humanitarian conditions and needs (level 3),# of people affected facing severe humanitarian conditions and needs (level 4),# of people affected facing extreme humanitarian conditions and needs (level 5),# of different types of affected population groups,Impediments to entry into country (bureaucratic and administrative),Restriction of movement (impediments to freedom of movement and/or administrative restrictions),Interference into implementation of humanitarian activities,"Violence against personnel, facilities and assets",Denial of existence of humanitarian needs or entitlements to assistance,Restriction and obstruction of access to services and assistance,Ongoing insecurity/hostilities affecting humanitarian assistance,Presence of mines and improvised explosive devices ,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",Updated_score
1,AFG001,1066,338,338,3,3,107,107,107,107,107,338,72,72,72,72,72,72,72,72,72,128.9
2,AGO002,15,15,15,15,15,15,15,15,15,15,11,15,15,15,15,15,15,15,15,15,14.6
3,ARM002,401,249,249,249,148,249,249,249,338,338,338,65,65,65,65,65,65,65,65,65,247.2
4,AZE002,422,379,379,292,401,422,422,422,422,422,422,65,65,65,65,65,65,65,65,65,366.9
5,BDI001,451,282,282,282,282,282,282,282,282,282,1038,63,63,63,63,63,63,63,63,63,335.7
6,BFA002,184,184,184,42,42,184,184,184,184,184,1050,65,65,65,65,66,65,65,65,65,230.3
7,BGD002,338,227,227,227,46,95,95,102,95,95,641,68,68,68,206,72,72,68,68,68,169.1
8,BRA002,763,36,36,336,451,36,36,36,336,336,1050,64,64,64,64,64,64,64,64,64,271.7
9,CAF001,1053,374,374,94,94,430,430,430,430,430,641,65,65,65,65,65,65,65,65,65,341.8
10,CMR001,215,215,215,39,39,214,214,214,214,214,1052,63,63,63,63,63,63,63,63,63,247.8
11,CMR002,864,66,66,87,39,87,87,87,87,87,977,64,64,64,64,64,64,64,64,64,166.8
12,CMR003,1052,309,309,280,280,309,309,309,309,309,864,64,64,64,64,64,64,64,64,64,334.2
13,CMR004,1052,336,336,280,336,336,336,336,336,336,1052,64,64,64,64,64,64,64,64,64,374.8
14,COD001,452,280,357,42,42,357,357,357,357,357,1052,65,65,65,65,65,65,65,65,65,334.3
15,COG001,358,358,358,358,358,358,358,358,358,358,358,64,64,64,64,64,64,64,64,64,328.6
16,COL001,450,105,105,67,73,105,105,105,105,105,1051,78,78,78,78,78,78,78,73,78,189.9
17,COL002,337,105,105,105,694,105,105,105,105,105,1051,78,78,78,78,78,78,78,73,78,255.8
18,CRI002,694,451,337,337,549,337,337,337,451,451,995,66,66,66,66,66,66,66,66,66,419.7
19,DJI001,110,110,4,4,4,4,4,4,4,4,110,65,65,65,65,65,65,65,65,65,20.7
20,DJI002,110,110,4,4,4,4,4,4,4,4,177,65,65,65,65,65,65,65,65,65,27.4
21,DJI003,110,110,110,110,4,110,110,110,110,110,110,65,65,65,65,65,65,65,65,65,94.9
22,DZA002,763,694,569,569,150,763,763,763,763,763,569,71,71,71,71,71,71,71,71,71,574.3
23,DZA003,694,1050,763,763,150,763,763,763,763,763,1050,71,71,71,71,71,71,71,71,71,661.2
24,DZA004,556,556,556,556,402,556,556,556,556,556,556,71,71,71,71,71,71,71,71,71,492.1
25,ECU002,694,336,336,336,549,336,336,336,336,336,1051,65,65,65,65,65,65,65,65,65,401.7
